Line	Spkr	StTime	Content	EnTime
813	LES_se0_ag2_f_01	816.4357	But purple, I'd be like purple. And I'd be like, there go purp- there goes five purple!	819.4704
814	LES_se0_ag2_f_01	819.7409	I used to f- I'd have like, I had like this uh	821.7179
815	LES_se0_ag2_f_01	821.7179	(pause 0.53)	822.2495
816	LES_se0_ag2_f_01	822.2495	this- this science to it [like nah man. Purple is] the color.	825.0388
817	LES_int_01	823.6113	[<laugh>]	824.3760
818	LES_se0_ag2_f_01	825.1694	Everybody gets the purp- I [really did.]	827.0539
819	LES_int_01	826.5690	[<laugh>]	827.9725
820	LES_se0_ag2_f_01	827.8140	[But.] So. Yeah. It was purple. And i- this was in school yards	830.6851
821	LES_se0_ag2_f_01	830.8204	and	831.2573
822	LES_se0_ag2_f_01	831.2573	(pause 0.63)	831.8914
823	LES_se0_ag2_f_01	831.8914	and churches. [And any type] of grass over here, there was drug needles [and] crack vials and	836.6957
824	LES_int_01	833.0805	[Yeah.]	833.4442
825	LES_int_01	833.4442	(pause 2.11)	835.5533
826	LES_int_01	835.5533	[Yeah.]	835.9310
827	LES_se0_ag2_f_01	836.8356	all of that in there.	837.5164
828	LES_se0_ag2_f_01	837.5164	(pause 0.69)	838.2111
829	LES_se0_ag2_f_01	838.2111	Um.	838.6028
830	LES_int_01	838.5702	[So, where-] where did you play as a kid? Like [where did you go?]	841.6858
831	LES_se0_ag2_f_01	838.7847	[But.]	839.1484
832	LES_se0_ag2_f_01	839.1484	(pause 1.47)	840.6226
833	LES_se0_ag2_f_01	840.6226	[That's the funny]	841.2148
834	LES_se0_ag2_f_01	841.2148	(pause 0.16)	841.3780
835	LES_se0_ag2_f_01	841.3780	[so, we] played in parks still. We [still played] in these parks.	843.7323
836	LES_int_01	842.6918	[Okay.]	843.0835
837	LES_int_01	843.7323	Okay.	844.0727
838	LES_se0_ag2_f_01	844.0727	We still	844.6949
839	LES_se0_ag2_f_01	845.3571	played in these parks. [So, yeah,] we still- that's what I'm saying, like	847.7118
840	LES_int_01	846.1171	[Yeah.]	846.5321
841	LES_se0_ag2_f_01	847.8332	it was- this is a negative part of it, but	849.3673
842	LES_se0_ag2_f_01	849.3673	(pause 0.33)	849.6937
843	LES_se0_ag2_f_01	849.6937	I r- I remember that	850.5311
844	LES_se0_ag2_f_01	850.5311	(pause 0.26)	850.7876
845	LES_se0_ag2_f_01	850.7876	That was fun [for me as a little kid. That was a] fun game.	853.3344
846	LES_int_01	851.3993	[You were like (laughing), that was a fun game]	852.7095
847	LES_se0_ag2_f_01	853.4090	[You know.]	853.9126
848	LES_int_01	853.5271	[Yeah.]	853.9973
849	LES_se0_ag2_f_01	854.0524	Not knowing the real implications of it.	855.9179
850	LES_se0_ag2_f_01	855.9179	(pause 0.55)	856.4682
851	LES_se0_ag2_f_01	856.4682	Even, um,	857.3728
852	LES_se0_ag2_f_01	857.3728	(pause 0.62)	857.9883
853	LES_se0_ag2_f_01	857.9883	where we played uh,	859.0001
854	LES_se0_ag2_f_01	859.0001	(pause 0.64)	859.6436
855	LES_se0_ag2_f_01	859.6436	I remember one time this boy chased us with a freaking drug needle.	862.1564
856	LES_se0_ag2_f_01	862.1564	(pause 0.54)	862.6952
857	LES_se0_ag2_f_01	862.6952	He picked it up and we- that was when AIDS was around. We was like, you didn't know about AIDS much, but it [was like you knew that]	867.0829
858	LES_int_01	866.2669	[Yeah.]	866.8684
859	LES_se0_ag2_f_01	867.4420	you associated it with drugs too and drug needles, and we was like	869.7894
860	LES_se0_ag2_f_01	869.7894	(pause 0.43)	870.2230
861	LES_se0_ag2_f_01	870.2230	he's gonna give us AIDS! And [we used to tell everybody] he's had AIDS cause he picked up the drug needle!	875.0728
862	LES_int_01	872.0966	[Yeah.]	872.7214
863	LES_se0_ag2_f_01	875.3805	But there was drug needles.	876.5844
864	LES_int_01	876.7522	[Jeez.]	877.6475
865	LES_se0_ag2_f_01	876.9667	[When I got, um]	878.1324
866	LES_se0_ag2_f_01	879.2645	<ts> When I got older, I played basketball.	880.8035
867	LES_int_01	881.0879	Yeah.	881.4516
868	LES_se0_ag2_f_01	881.8573	And, uh. The way we played, uh, we has to- we used to steal	885.3218
869	LES_se0_ag2_f_01	885.3218	(pause 0.31)	885.6342
870	LES_se0_ag2_f_01	885.6342	brooms from the maintenance men	886.9818
871	LES_int_01	887.2769	Yeah.	887.6313
872	LES_se0_ag2_f_01	887.8132	and clean our parks	889.1188
873	LES_se0_ag2_f_01	889.1188	(pause 0.39)	889.5058
874	LES_se0_ag2_f_01	889.5058	before we played on them.	890.3311
875	LES_se0_ag2_f_01	890.3311	(pause 0.55)	890.8767
876	LES_se0_ag2_f_01	890.8767	We had to clean the gra- we had to clean the [glass off of them.]	893.2303
877	LES_int_01	892.5975	[Yeah.]	893.0780
878	LES_int_01	893.5381	Yeah.	893.9204
879	LES_se0_ag2_f_01	893.9204	And, uh.	894.7085
880	LES_se0_ag2_f_01	894.8763	We would beg the junkies	896.0327
881	LES_se0_ag2_f_01	896.0327	(pause 0.16)	896.1913
882	LES_se0_ag2_f_01	896.1913	like, we would make like, agreements with them. Like, man	897.9478
883	LES_se0_ag2_f_01	897.9478	(pause 0.44)	898.3908
884	LES_se0_ag2_f_01	898.3908	please don't pee in this corner man.	899.6264
885	LES_se0_ag2_f_01	899.6264	(pause 0.27)	899.8922
886	LES_se0_ag2_f_01	899.8922	Cause it's gonna get on the court.	900.8808
887	LES_se0_ag2_f_01	900.8808	(pause 0.26)	901.1419
888	LES_se0_ag2_f_01	901.1419	It's gonna get on the court man.	902.3263
889	LES_se0_ag2_f_01	902.3263	(pause 0.22)	902.5501
890	LES_se0_ag2_f_01	902.5501	Please.	903.1600
891	LES_se0_ag2_f_01	903.1600	(pause 0.14)	903.3045
892	LES_se0_ag2_f_01	903.3045	pee in the other [corner.]	904.1795
893	LES_int_01	903.9277	[<laugh> Just over there. Just over there.]	906.5985
894	LES_se0_ag2_f_01	904.4862	[And we used to beg them. Yeah. Just pee]	906.8783
895	LES_se0_ag2_f_01	907.5171	over	908.0487
896	LES_se0_ag2_f_01	908.0487	(pause 0.15)	908.2026
897	LES_se0_ag2_f_01	908.2026	[there.]	908.8998
898	LES_int_01	908.7460	[<laugh>]	910.5179
899	LES_se0_ag2_f_01	909.9956	[And these were] all men	911.4142
900	LES_se0_ag2_f_01	911.5074	that	911.9178
901	LES_se0_ag2_f_01	911.9178	(pause 0.77)	912.6872
902	LES_se0_ag2_f_01	912.6872	were attached to families.	914.1466
903	LES_int_01	914.1466	Oh.	914.8741
904	LES_se0_ag2_f_01	915.2424	But, they were like these serious public drug [users.]	917.4806
905	LES_int_01	917.2568	[Wow.]	917.8789
906	LES_se0_ag2_f_01	917.9903	And they- some of them were- had alcohol problems, some of them were	921.0153
907	LES_se0_ag2_f_01	921.0153	(pause 0.45)	921.4630
908	LES_se0_ag2_f_01	921.4630	addicted to other types of drugs,	922.7080
909	LES_se0_ag2_f_01	922.7080	(pause 0.33)	923.0344
910	LES_se0_ag2_f_01	923.0344	but, it was still a community.	924.6384
911	LES_se0_ag2_f_01	924.6384	(pause 0.09)	924.7317
912	LES_se0_ag2_f_01	924.7317	Which is oddly enough.	925.8123
913	LES_int_01	925.8123	Yeah.	926.2413
914	LES_se0_ag2_f_01	926.2506	They still like	927.0713
915	LES_se0_ag2_f_01	927.0713	(pause 0.29)	927.3650
916	LES_se0_ag2_f_01	927.3650	I still could walk- if we walked by this basketball court right now,	930.4053
917	LES_int_01	930.4286	Yeah.	930.8949
918	LES_se0_ag2_f_01	930.9928	And these- those guys are still there.	932.5211
919	LES_int_01	932.6609	[Yeah.]	932.9221
920	LES_se0_ag2_f_01	932.7682	[They're] still there, sitting there. Everything's changing around them but they're still there.	935.5006
921	LES_se0_ag2_f_01	935.8026	And they call me Sheryl Swoops. They joke around. So, they be like	937.8170
922	LES_int_01	937.9004	[<laugh>]	939.1310
923	LES_se0_ag2_f_01	938.1506	[they're all drunk, and they're like] Aye, Sheryl Swoops.	940.6180
924	LES_int_01	940.8770	[<laugh>]	941.4785
925	LES_se0_ag2_f_01	941.1580	[But.]	941.4741
926	LES_se0_ag2_f_01	941.6102	That- they would look at y- they were looking at me and watching me grow up and.	945.0108
927	LES_int_01	945.1732	Yeah.	945.6430
928	LES_se0_ag2_f_01	945.7592	They still even /and/ make dumb conversation, ask me if I'm- what happened to basketball?	948.9104
929	LES_int_01	949.0509	[Right.]	949.4224
930	LES_se0_ag2_f_01	949.1852	[But.]	949.5496
931	LES_se0_ag2_f_01	949.6831	These are the people that- this was my neighborhood. This is where we played at	952.3074
932	LES_int_01	952.4786	[Yeah.]	952.9140
933	LES_se0_ag2_f_01	952.7289	[Those] are the things that I remember.	954.3445
934	LES_int_01	954.7110	So, I mean, you- It sounds like you didn't necessarily feel unsafe	957.9203
935	LES_int_01	957.9203	(pause 0.29)	958.2101
936	LES_int_01	958.2101	even being in this kind of	959.8669
937	LES_int_01	959.8669	(pause 0.59)	960.4552
938	LES_int_01	960.4552	unsafe environment.	961.6142
939	LES_se0_ag2_f_01	961.6866	You knew what to do.	962.9291
940	LES_se0_ag2_f_01	962.9291	(pause 0.44)	963.3725
941	LES_se0_ag2_f_01	963.3725	When my mother- when I walked in the building as a little girl, we had to ring the bell before we walked in the building	968.1497
942	LES_se0_ag2_f_01	968.1497	(pause 0.24)	968.3906
943	LES_se0_ag2_f_01	968.3906	so my mother knew that we was in the building.	970.1818
944	LES_int_01	970.3355	Okay.	970.7218
945	LES_se0_ag2_f_01	971.0291	Um. When we was leaving the building, we had to ring the bell when we left the building, so [my mother] knew that we made it out of the building.	976.6904
946	LES_int_01	974.6396	[Okay.]	974.9705
947	LES_int_01	976.8939	Okay.	977.2452
948	LES_int_01	977.2452	(pause 0.19)	977.4383
949	LES_int_01	977.4383	Cause the building was not	978.7861
950	LES_se0_ag2_f_01	978.7861	The building wasn't safe. [Yeah.]	979.9057
951	LES_int_01	979.4315	[necessarily.]	980.5071
952	LES_se0_ag2_f_01	980.1384	[Yeah.]	980.5071
953	LES_se0_ag2_f_01	980.6476	This is what she nee- you know.	981.7320
954	LES_int_01	981.7320	Yeah.	982.1754
955	LES_se0_ag2_f_01	982.2281	W- we had tight codes when	983.8071
956	LES_se0_ag2_f_01	983.8071	(pause 0.28)	984.0881
957	LES_se0_ag2_f_01	984.0881	when we- you w- we were at home, we answered the door for no one, not even family members.	988.0262
958	LES_int_01	987.9515	[Oh.]	988.2940
959	LES_se0_ag2_f_01	988.1535	[Not] even- I got in huge trouble when I let my cousin in one day.	990.7262
960	LES_se0_ag2_f_01	991.1465	And I was like, but he's my family. My mother told me, you do not	994.0090
961	LES_se0_ag2_f_01	994.0090	(pause 0.16)	994.1715
962	LES_se0_ag2_f_01	994.1715	open the door	995.2207
963	LES_se0_ag2_f_01	995.2207	(pause 0.17)	995.3876
964	LES_se0_ag2_f_01	995.3876	for anyone.	996.3512
965	LES_se0_ag2_f_01	996.3512	(pause 0.22)	996.5664
966	LES_se0_ag2_f_01	996.5664	[Anybody.]	997.3171
967	LES_int_01	996.5664	[Yeah.]	996.7815
968	LES_int_01	996.7815	(pause 0.38)	997.1634
969	LES_int_01	997.1634	[Nobody.]	997.7561
970	LES_se0_ag2_f_01	997.7561	Nobody.	998.6517
971	LES_se0_ag2_f_01	998.8668	Nobody.	999.5078
972	LES_se0_ag2_f_01	999.5078	(pause 0.40)	999.9117
973	LES_se0_ag2_f_01	999.9117	So, I got in trouble for that once.	1001.1986
974	LES_se0_ag2_f_01	1001.1986	(pause 0.46)	1001.6618
975	LES_se0_ag2_f_01	1001.6618	Um.	1002.0876
976	LES_se0_ag2_f_01	1002.0876	(pause 0.58)	1002.6628
977	LES_se0_ag2_f_01	1002.6628	<ts> Always travel in pairs. Like when my sister and I, we used to always	1005.3452
978	LES_se0_ag2_f_01	1005.3452	(pause 0.37)	1005.7184
979	LES_se0_ag2_f_01	1005.7184	t- um walk with each other.	1006.7051
980	LES_int_01	1006.7710	Yeah.	1007.1002
981	LES_se0_ag2_f_01	1007.1002	Um. When we had Walkmans, right, you couldn't-	1009.1725
982	LES_se0_ag2_f_01	1009.4534	You couldn't- um	1010.1910
983	LES_se0_ag2_f_01	1010.1910	(pause 0.09)	1010.2832
984	LES_se0_ag2_f_01	1010.2832	hold it out like now, and you had to not have it loud	1013.1351
985	LES_se0_ag2_f_01	1013.1351	(pause 0.23)	1013.3677
986	LES_se0_ag2_f_01	1013.3677	because somebody might come up and run up on you.	1014.9751
987	LES_int_01	1015.1068	Right.	1015.4976
988	LES_se0_ag2_f_01	1015.6732	When you, um,	1016.8673
989	LES_se0_ag2_f_01	1016.8673	(pause 0.45)	1017.3151
990	LES_se0_ag2_f_01	1017.3151	you kept a quarter. My mother made sure we kept quarters tight on our little bras.	1020.6803
991	LES_int_01	1020.8164	[Yeah.]	1021.1500
992	LES_se0_ag2_f_01	1020.9305	[So we] could call at a pay phone in case of emergency.	1023.2102
993	LES_int_01	1023.3638	Yeah.	1023.6931
994	LES_se0_ag2_f_01	1023.9126	And	1024.4702
995	LES_se0_ag2_f_01	1024.4702	(pause 0.47)	1024.9443
996	LES_se0_ag2_f_01	1024.9443	uh. You know.	1026.0243
997	LES_se0_ag2_f_01	1026.0243	(pause 0.50)	1026.5292
998	LES_se0_ag2_f_01	1026.5292	Put the f- I don't know. We- I just never-	1028.6294
999	LES_se0_ag2_f_01	1028.6294	(pause 0.78)	1029.4065
1000	LES_se0_ag2_f_01	1029.4065	I never felt	1030.6270
1001	LES_se0_ag2_f_01	1030.6270	(pause 0.35)	1030.9738
1002	LES_se0_ag2_f_01	1030.9738	uns- I felt like they- I would have those fears, but I knew that like	1033.9301
1003	LES_se0_ag2_f_01	1033.9301	(pause 0.25)	1034.1760
1004	LES_se0_ag2_f_01	1034.1760	there was these things that I had t- [to do.]	1036.0106
1005	LES_int_01	1035.7252	[You sort] of knew- [You had like] a set of [rules.]	1038.6301
1006	LES_se0_ag2_f_01	1036.6940	[To keep.]	1037.0804
1007	LES_se0_ag2_f_01	1037.0804	(pause 1.24)	1038.3184
1008	LES_se0_ag2_f_01	1038.3184	[Rules.] Yeah. When you got down the block, you- you didn't go down the whole block without looking down at least [once.]	1042.4672
1009	LES_int_01	1042.3838	[Yeah.]	1042.9267
1010	LES_se0_ag2_f_01	1042.6501	[Never did] that. It didn't [make sense] to me.	1044.3561
1011	LES_int_01	1043.8091	[Yeah.]	1044.0067
1012	LES_se0_ag2_f_01	1044.7355	You know, you was taught that. You walk down the block,	1046.3687
1013	LES_int_01	1046.5223	[Right.]	1046.8867
1014	LES_se0_ag2_f_01	1046.5838	[You look,] you check yourself. Check your surroundings every once in a while.	1049.1549
1015	LES_int_01	1049.1549	Yeah.	1049.5719
1016	LES_se0_ag2_f_01	1049.6510	These the things that w-	1050.5510
1017	LES_se0_ag2_f_01	1050.5510	(pause 0.12)	1050.6739
1018	LES_se0_ag2_f_01	1050.6739	we were just raised up with.	1051.8060
1019	LES_int_01	1051.9509	[Right.]	1052.4251
1020	LES_se0_ag2_f_01	1052.0738	[I remember] throwing out the garbage.	1053.4744
1021	LES_se0_ag2_f_01	1053.9651	There was this	1054.4349
1022	LES_se0_ag2_f_01	1054.4349	(pause 0.29)	1054.7246
1023	LES_se0_ag2_f_01	1054.7246	um, junkie guy,	1055.9495
1024	LES_se0_ag2_f_01	1055.9495	(pause 0.28)	1056.2305
1025	LES_se0_ag2_f_01	1056.2305	um, he was running away form people shooting at him.	1058.0202
1026	LES_se0_ag2_f_01	1058.0202	(pause 1.13)	1059.1485
1027	LES_se0_ag2_f_01	1059.1485	And we had just finished thro- we had just been- we had literally just throw- we would throw out the garbage	1063.1513
1028	LES_se0_ag2_f_01	1063.1513	(pause 0.23)	1063.3840
1029	LES_se0_ag2_f_01	1063.3840	while he had just ran away from somebody shooting at him.	1065.1050
1030	LES_se0_ag2_f_01	1065.1050	(pause 0.51)	1065.6187
1031	LES_se0_ag2_f_01	1065.6187	And I remember like,	1066.4001
1032	LES_se0_ag2_f_01	1066.4001	(pause 0.51)	1066.9116
1033	LES_se0_ag2_f_01	1066.9116	him breathing so hard	1068.8302
1034	LES_se0_ag2_f_01	1068.8302	(pause 0.10)	1068.9267
1035	LES_se0_ag2_f_01	1068.9267	and	1069.5370
1036	LES_se0_ag2_f_01	1069.5370	(pause 0.55)	1070.0858
1037	LES_se0_ag2_f_01	1070.0858	and- and um	1070.8656
1038	LES_se0_ag2_f_01	1070.8656	(pause 0.15)	1071.0192
1039	LES_se0_ag2_f_01	1071.0192	sweating and he was- it was	1072.7490
1040	LES_se0_ag2_f_01	1072.7490	(pause 0.11)	1072.8588
1041	LES_se0_ag2_f_01	1072.8588	we heard the gunshots, and then I figured we- we- we they was probably, like that was the guy that was	1076.2832
1042	LES_se0_ag2_f_01	1076.2832	(pause 0.43)	1076.7167
1043	LES_se0_ag2_f_01	1076.7167	but I remember us throwing out the garbage	1077.9767
1044	LES_se0_ag2_f_01	1077.9767	(pause 0.29)	1078.2621
1045	LES_se0_ag2_f_01	1078.2621	and I remember being like this little girl.	1079.8627
1046	LES_se0_ag2_f_01	1079.8627	(pause 0.12)	1079.9812
1047	LES_se0_ag2_f_01	1079.9812	When my- cause my sister and I threw out the garbage together, like come on. What kind-	1082.6129
1048	LES_se0_ag2_f_01	1082.6129	(pause 0.16)	1082.7753
1049	LES_se0_ag2_f_01	1082.7753	kind of- neighborhood you have [to throw out the garbage together.]	1084.9073
1050	LES_int_01	1084.1606	[You throw together.]	1085.2865
1051	LES_se0_ag2_f_01	1085.4254	It's just- but.	1086.0488
1052	LES_se0_ag2_f_01	1086.0488	(pause 0.64)	1086.6898
1053	LES_se0_ag2_f_01	1086.6898	Um.	1087.3878
1054	LES_se0_ag2_f_01	1087.3878	(pause 0.57)	1087.9558
1055	LES_se0_ag2_f_01	1087.9558	We- I remember us like, just knowing what to do.	1089.9237
1056	LES_se0_ag2_f_01	1089.9237	(pause 0.15)	1090.0730
1057	LES_se0_ag2_f_01	1090.0730	I remember just knowing like	1091.1618
1058	LES_se0_ag2_f_01	1091.1618	(pause 0.38)	1091.5437
1059	LES_se0_ag2_f_01	1091.5437	Don't pay him no mind.	1092.6435
1060	LES_se0_ag2_f_01	1092.6435	(pause 0.30)	1092.9421
1061	LES_se0_ag2_f_01	1092.9421	Act calm.	1093.6840
1062	LES_se0_ag2_f_01	1093.6840	(pause 0.14)	1093.8201
1063	LES_se0_ag2_f_01	1093.8201	Act like he's not even here.	1095.1109
1064	LES_se0_ag2_f_01	1095.1109	(pause 0.53)	1095.6448
1065	LES_se0_ag2_f_01	1095.6448	And throw out the garbage. And I was fucking terrified.	1098.1604
1066	LES_int_01	1098.3931	[Yeah.]	1098.8278
1067	LES_se0_ag2_f_01	1098.5512	[But I remember] like, just being like	1100.0537
1068	LES_se0_ag2_f_01	1100.3479	no. We gonna throw out- and her and I literally talked like he wasn't s-	1102.9454
1069	LES_se0_ag2_f_01	1102.9454	(pause 0.25)	1103.2001
1070	LES_se0_ag2_f_01	1103.2001	<imitates breathing> like breathing all hard, out of breath.	1106.3611
1071	LES_se0_ag2_f_01	1106.3611	(pause 0.24)	1106.5981
1072	LES_se0_ag2_f_01	1106.5981	We were talking, like, yeah the food was good. And we both knew. We didn't even-	1109.8502
1073	LES_se0_ag2_f_01	1109.8502	(pause 0.27)	1110.1180
1074	LES_se0_ag2_f_01	1110.1180	We never looked at each other once	1111.6195
1075	LES_se0_ag2_f_01	1111.6195	(pause 0.22)	1111.8346
1076	LES_se0_ag2_f_01	1111.8346	to know like, man, we just keep it moving. Don't act like we don't see him, throw the garbage out, act like we don't even know he's there.	1117.0519
1077	LES_int_01	1117.1161	You knew [exactly.]	1118.1522
1078	LES_se0_ag2_f_01	1117.5551	[They-]	1117.7922
1079	LES_se0_ag2_f_01	1117.7922	(pause 0.35)	1118.1434
1080	LES_se0_ag2_f_01	1118.1434	We knew exactly wha- they were drug dealers, they-	1119.7415
1081	LES_se0_ag2_f_01	1119.9302	they sold drugs in the buildings.	1121.4048
1082	LES_se0_ag2_f_01	1121.4048	(pause 0.36)	1121.7648
1083	LES_se0_ag2_f_01	1121.7648	Um.	1122.3537
1084	LES_se0_ag2_f_01	1122.3537	(pause 0.18)	1122.5293
1085	LES_se0_ag2_f_01	1122.5293	All the time. They was drugs- dru- drug dealer- I'm talking about huge operations.	1125.8873
1086	LES_int_01	1125.8873	Yeah.	1126.3527
1087	LES_se0_ag2_f_01	1126.4097	On every floor. You-	1127.5490
1088	LES_se0_ag2_f_01	1127.5490	(pause 0.23)	1127.7773
1089	LES_se0_ag2_f_01	1127.7773	we used [to hang]	1128.3480
1090	LES_int_01	1128.0783	[/RD-ADDRESS-2/]	1128.8310
1091	LES_se0_ag2_f_01	1128.8617	Yeah. /RD-ADDRESS-2/ [too.]	1129.8830
1092	LES_int_01	1129.6043	[Yeah.]	1130.0454
1093	LES_se0_ag2_f_01	1130.1771	We used to be in the um, hallway. We used to play a lot in the hallway too. [That was another] safe place.	1133.7596
1094	LES_int_01	1132.8420	[Yeah.]	1133.2196
1095	LES_int_01	1133.8694	[Okay.]	1134.2118
1096	LES_se0_ag2_f_01	1134.0977	[Play] out in the hallway	1134.9142
1097	LES_se0_ag2_f_01	1135.2460	and when	1135.9002
1098	LES_se0_ag2_f_01	1135.9002	(pause 0.29)	1136.1884
1099	LES_se0_ag2_f_01	1136.1884	we would go by the- some people were coming by to get the drugs, you would see like	1139.9879
1100	LES_se0_ag2_f_01	1139.9879	(pause 0.13)	1140.1206
1101	LES_se0_ag2_f_01	1140.1206	tons of money on the	1141.0173
1102	LES_se0_ag2_f_01	1141.0173	(pause 0.57)	1141.5845
1103	LES_se0_ag2_f_01	1141.5845	table and	1142.3211
1104	LES_se0_ag2_f_01	1142.3211	(pause 0.48)	1142.7993
1105	LES_se0_ag2_f_01	1142.7993	it was just c- we couldn't [even think about it.]	1144.6338
1106	LES_int_01	1143.8743	[That's crazy.]	1144.8945
1107	LES_int_01	1145.3429	Did you ever have any like, experiences	1147.4565
1108	LES_int_01	1147.4565	(pause 0.18)	1147.6394
1109	LES_int_01	1147.6394	that affected you personally with	1149.2523
1110	LES_int_01	1149.2523	(pause 0.15)	1149.4033
1111	LES_int_01	1149.4033	any of this s- stuff? Like vi- li- violence,	1152.3125
1112	LES_int_01	1152.3125	(pause 0.27)	1152.5778
1113	LES_int_01	1152.5778	<ts>	1152.7059
1114	LES_int_01	1152.7059	(pause 0.26)	1152.9667
1115	LES_int_01	1152.9667	fights,	1153.8405
1116	LES_int_01	1153.8405	(pause 0.96)	1154.8012
1117	LES_int_01	1154.8012	Did it ever like touch you? You know, you saw it. But [did it touch you?]	1157.9918
1118	LES_se0_ag2_f_01	1157.0403	[<ts> I saw it.] No I saw it but	1159.0486
1119	LES_se0_ag2_f_01	1159.7120	I never touched it. Even when I was older, my mother was like	1161.7341
1120	LES_se0_ag2_f_01	1161.7341	(pause 0.42)	1162.1570
1121	LES_se0_ag2_f_01	1162.1570	nine o'clock. You gotta be home.	1163.6255
1122	LES_se0_ag2_f_01	1163.6255	(pause 0.20)	1163.8222
1123	LES_se0_ag2_f_01	1163.8222	I don't care what none of your friends are doing.	1165.7254
1124	LES_int_01	1165.7948	[Yeah.]	1166.2709
1125	LES_se0_ag2_f_01	1165.8742	[Nine-o'clock. You gotta.]	1166.4524
1126	LES_se0_ag2_f_01	1166.5443	no- not- no- no- not nine-o-	1168.0358
1127	LES_se0_ag2_f_01	1168.0358	(pause 0.37)	1168.4061
1128	LES_se0_ag2_f_01	1168.4061	one.	1168.8498
1129	LES_se0_ag2_f_01	1168.8498	(pause 0.24)	1169.0879
1130	LES_se0_ag2_f_01	1169.0879	[Nine o'clock.]	1169.7579
1131	LES_int_01	1169.0879	[Yeah.]	1169.4053
1132	LES_se0_ag2_f_01	1170.2138	And if I came in at nine-o-one,	1171.7787
1133	LES_se0_ag2_f_01	1171.7787	(pause 0.25)	1172.0256
1134	LES_se0_ag2_f_01	1172.0256	one day without the phone.	1172.9910
1135	LES_se0_ag2_f_01	1172.9910	(pause 0.35)	1173.3437
1136	LES_se0_ag2_f_01	1173.3437	[Nine fifteen]	1174.1328
1137	LES_int_01	1173.7043	[Oh, shit.]	1174.3303
1138	LES_se0_ag2_f_01	1174.4105	fifteen days without the phone. Nine thirty, thirty days without the phone.	1178.1555
1139	LES_se0_ag2_f_01	1178.1555	(pause 0.46)	1178.6139
1140	LES_se0_ag2_f_01	1178.6139	And, if you wanna knock out some days, you have to clean out the cabinets,	1181.9796
1141	LES_se0_ag2_f_01	1181.9796	(pause 0.26)	1182.2353
1142	LES_se0_ag2_f_01	1182.2353	and rearrange the linen closet	1183.8576
1143	LES_se0_ag2_f_01	1183.8576	(pause 0.17)	1184.0295
1144	LES_se0_ag2_f_01	1184.0295	to knock off some days, but.	1185.4269
1145	LES_se0_ag2_f_01	1185.4269	(pause 0.42)	1185.8434
1146	LES_se0_ag2_f_01	1185.8434	But, that's [what.]	1186.3504
1147	LES_int_01	1186.2225	[She was] tough.	1187.0645
1148	LES_se0_ag2_f_01	1187.0572	Yeah, she was tough. But, so, other than that, we really, I mean, I have to if-	1190.0834
1149	LES_se0_ag2_f_01	1190.2201	I have to really think about	1191.6175
1150	LES_se0_ag2_f_01	1191.6175	(pause 0.74)	1192.3537
1151	LES_se0_ag2_f_01	1192.3537	well, my brother	1193.1708
1152	LES_int_01	1193.7527	[Mm-hm.]	1194.0613
1153	LES_se0_ag2_f_01	1193.9203	[was] attacked a lot. My brother's also homosexual.	1196.3493
1154	LES_se0_ag2_f_01	1197.0943	And [um.]	1197.7864
1155	LES_int_01	1197.5395	[Oh] no. So, [I'm sh- yeah. I mean.]	1201.1378
1156	LES_se0_ag2_f_01	1198.8960	[That made- that was like, that just made it-]	1200.7542
1157	LES_se0_ag2_f_01	1201.1497	That just added- that just added fuel to it.	1202.7131
1158	LES_se0_ag2_f_01	1202.7131	(pause 0.39)	1203.1054
1159	LES_se0_ag2_f_01	1203.1054	And um.	1203.8593
1160	LES_se0_ag2_f_01	1203.8593	(pause 1.18)	1205.0410
1161	LES_se0_ag2_f_01	1205.0410	<ts> I watched my mother struggle with that, you know, struggle with tryna um,	1207.9505
1162	LES_se0_ag2_f_01	1207.9505	(pause 0.98)	1208.9291
1163	LES_se0_ag2_f_01	1208.9291	worry about her son who wasn't accepted in the [community and]	1211.6579
1164	LES_int_01	1211.1818	[Yeah.]	1211.8298
1165	LES_se0_ag2_f_01	1212.4307	um,	1212.9663
1166	LES_int_01	1212.9663	Sucks.	1213.6336
1167	LES_se0_ag2_f_01	1213.6336	it wasn't safe for him.	1214.7657
1168	LES_se0_ag2_f_01	1215.1126	So, like, he came home, he came home a couple of times beat up.	1218.1073
1169	LES_se0_ag2_f_01	1218.1073	(pause 0.93)	1219.0336
1170	LES_se0_ag2_f_01	1219.0336	Um. Jumped.	1219.8272
1171	LES_se0_ag2_f_01	1219.8272	(pause 0.15)	1219.9764
1172	LES_se0_ag2_f_01	1219.9764	And then at one point, his husband, who he's still with today,	1221.8774
1173	LES_int_01	1221.9784	[Yeah.]	1222.2418
1174	LES_se0_ag2_f_01	1221.9916	[they still] together, it was	1222.8872
1175	LES_int_01	1223.1791	Yeah.	1223.4206
1176	LES_se0_ag2_f_01	1223.4206	they're- they're going on like sixteen- seventeen years. I don't know. [Eighteen years. I'm doing a discredit.]	1227.2851
1177	LES_int_01	1225.4506	[Oh, that's cool.]	1226.8423
1178	LES_se0_ag2_f_01	1227.3949	[They've been together] for a long time.	1228.8091
1179	LES_int_01	1227.3949	[Yeah.]	1227.7373
